id,log_lcot,housing,tpi,slope,vrm,daynight
36M,0.856020782,2.206601325,-0.167488841,-1.60072037,-0.720801761,0
36M,0.856293692,3.686088698,-0.737626438,-1.747238682,-0.881652967,0
36M,0.856633952,3.608118085,-0.927672304,-1.458004245,-0.87338068,0
36M,0.856720065,3.911294915,-0.737626438,-1.502636036,-0.876113791,0
36M,0.856762361,1.511120524,0.782740488,-0.541763909,0.213204618,0
36M,0.856843045,1.505659356,0.212602891,-1.418175328,-0.578894378,0
36M,0.856850924,3.700074765,-0.547580572,0.064863792,-0.644170512,0
36M,0.85719468,2.020207192,-0.927672304,-1.517013823,-0.800515478,0
36M,0.857348011,3.509025702,0.782740488,-0.807585926,0.288820983,0
36M,0.857652834,2.012367138,0.402648757,-0.368665975,-0.26002312,0
36M,0.857905239,2.787484361,-0.547580572,-0.814143357,-0.816523115,0
36M,0.857988584,2.6327366,-0.927672304,-1.143232602,-0.828038708,0
36M,0.857998052,1.623623381,-0.927672304,-1.276014512,-0.887554157,0
36M,0.858470594,3.309407139,-0.357534707,-1.133907223,-0.753151453,0
36M,0.85898664,1.589956298,0.402648757,0.128005607,0.412368964,0
36M,0.859650971,3.020818154,-0.547580572,-0.842195454,-0.811028324,0
36M,0.85966736,3.778719721,-0.737626438,-1.763400505,-0.864702246,0
36M,0.859942113,1.332205948,1.16283222,-0.691058153,0.178201656,0
36M,0.859956171,2.474640859,-0.167488841,0.19790629,-0.544387525,0
36M,0.860024523,3.069261173,-0.927672304,-0.816560083,-0.82358183,0
36M,0.860132178,1.953438252,-0.357534707,-1.187525066,-0.642975179,0
36M,0.860295441,0.974654228,0.592694622,-1.161981622,0.174765809,0
36M,0.860361408,2.20690849,-1.11771817,-1.812366972,-0.905028807,0
36M,0.860772819,2.591343355,-0.737626438,-1.0069366,-0.786943225,0
36M,0.861313311,2.489978611,-0.167488841,-0.259052609,-0.637914218,0
36M,0.861389781,1.445548461,-1.11771817,-1.717119271,-0.887122775,0
36M,0.861672256,1.431488604,-0.357534707,-1.109468773,-0.694880473,0
36M,0.861714614,0.077126227,-0.547580572,-0.989289794,-0.6846726,0
36M,0.8617213,2.422785207,-0.547580572,-0.468635193,-0.697333875,0
36M,0.861748635,2.17514918,-0.547580572,-0.252674764,-0.752495229,0
36M,0.862027964,2.587158992,-0.927672304,-1.490430289,-0.836454693,0
36M,0.862166205,1.83042825,-0.167488841,-1.226262047,-0.66340188,0
36M,0.86217931,3.746173133,0.022557025,-0.767135503,-0.476105135,0
36M,0.862277887,2.55499786,-1.11771817,-1.607241858,-0.855431662,0
36M,0.86257752,1.814079939,-0.357534707,0.218765485,-0.646466541,0
36M,0.862599634,0.727786658,-1.11771817,-1.454299964,-0.810392488,0
36M,0.862670187,1.724534198,0.022557025,-1.048822293,-0.480716108,0
36M,0.862789107,1.946583798,0.402648757,-1.291098427,-0.502400105,0
36M,0.862808043,2.45145105,0.972786354,-0.103938028,0.491968954,0
36M,0.863301736,-0.091470863,1.542923951,0.953804446,0.47348673,0
36M,0.863461342,2.453976016,-0.547580572,-0.973583273,-0.824539899,0
36M,0.863892598,1.747683634,-1.307764036,-1.890473365,-0.910681281,0
36M,0.864027467,1.83042825,-0.357534707,-1.384560831,-0.768274232,0
36M,0.864300654,2.867771527,-0.927672304,-1.577237517,-0.881612615,0
36M,0.864406217,2.256821587,1.542923951,-0.46934604,0.572282544,0
36M,0.864762895,2.97527901,-0.357534707,-0.699449333,-0.659160128,1
36M,0.864926917,2.455276418,0.212602891,-0.618786384,-0.429371627,0
36M,0.865131027,1.477947877,-0.927672304,-1.886865472,-0.872566129,0
36M,0.865536231,0.293057536,-1.11771817,-1.062191732,-0.81695805,0
36M,0.865920502,1.948739949,-0.737626438,-1.328329221,-0.729236842,0
36M,0.865949234,2.174312799,-0.737626438,-0.541469641,-0.716638271,0
36M,0.866269121,2.976735994,-0.547580572,-0.82043936,-0.76361553,0
36M,0.866334998,1.668082813,0.782740488,1.014307928,-0.313137634,0
36M,0.866376906,1.299199569,-0.357534707,-0.363147405,-0.789740123,0
36M,0.866694858,2.037699459,-0.547580572,-0.637680082,-0.614128071,0
36M,0.86689865,1.284817681,1.16283222,-0.314590761,-0.06286143,0
36M,0.867082998,1.932551084,-0.357534707,-0.798572464,-0.767171471,0
36M,0.867335182,1.3690542,-1.11771817,-1.637710616,-0.88706023,0
36M,0.867589349,1.24457071,-1.307764036,-1.153697884,-0.889742966,0
36M,0.8677204,0.198957731,-0.737626438,-1.278664933,-0.744952605,0
36M,0.867984869,2.79363692,-1.11771817,-1.590041045,-0.844668271,0
36M,0.868261171,1.298663259,0.782740488,0.380756461,-0.465824234,0
36M,0.868309071,0.894303228,-0.927672304,-1.590851059,-0.814372834,0
36M,0.868335565,2.751237344,-0.357534707,-0.126204307,-0.525069037,0
36M,0.868535912,0.21156224,-0.167488841,-1.614938352,-0.60309801,0
36M,0.868565102,1.614628052,-0.737626438,-0.736974395,-0.828158417,0
36M,0.868637897,1.719941738,-0.737626438,-1.278818144,-0.824133139,0
36M,0.868732149,1.948739949,-0.737626438,-0.662556637,-0.620327651,0
36M,0.868807843,1.37529528,-0.927672304,0.33121694,-0.746749609,0
36M,0.868811225,3.026199803,-0.927672304,-0.791027629,-0.837886038,0
36M,0.868843012,-0.418512083,-0.547580572,-1.474248814,-0.759340772,0
36M,0.868844495,1.30529075,-0.167488841,-0.19889731,-0.729588125,0
36M,0.868863941,3.043833376,1.923015683,1.111105484,0.934580937,0
36M,0.869097567,3.087103978,-0.547580572,0.167766516,-0.802812657,0
36M,0.869233298,-0.418512083,1.352878086,0.047150013,1.675985088,0
36M,0.869349983,2.242945456,-0.927672304,-0.751183068,-0.656099256,0
36M,0.869444329,0.503806984,1.923015683,0.348412,1.220835991,0
36M,0.869617987,0.590806344,-0.737626438,-1.358975432,-0.79433739,0
36M,0.870358867,1.51617523,0.022557025,-1.260504515,-0.71244781,0
36M,0.870583404,1.159765282,0.592694622,0.30299198,-0.369812835,0
36M,0.870647894,0.926218574,-0.927672304,-0.746838469,-0.859986059,0
36M,0.870880886,-0.216329749,-0.167488841,-0.832254968,-0.419525834,0
36M,0.870945928,2.548197418,0.022557025,0.712971986,-0.29956606,0
36M,0.870972059,2.308301058,-0.927672304,-0.252915635,-0.769549922,0
36M,0.871516418,-0.073309743,0.402648757,-1.158293245,-0.164197907,0
36M,0.871525806,-0.418512083,1.352878086,-1.050078753,1.509138404,0
36M,0.871560072,0.070979805,-0.547580572,-0.529601411,-0.787485353,0
36M,0.871716747,0.953076077,-1.307764036,-1.858272159,-0.912366817,0
36M,0.871792253,1.392992278,0.782740488,-0.642278351,-0.156061935,1
36M,0.871804801,1.16340897,-0.547580572,-0.000914286,-0.671901366,0
36M,0.871823834,1.073911651,0.022557025,-0.317984676,-0.101527219,0
36M,0.871849783,0.640949746,0.592694622,-1.084009369,0.354976696,0
36M,0.871852359,1.477373513,0.402648757,-0.783643634,-0.440095612,1
36M,0.872039509,1.505659356,0.592694622,-1.229092119,-0.47014338,0
36M,0.872106437,-0.418512083,0.972786354,-0.46765141,-0.279943135,0
36M,0.872231539,0.894303228,-0.737626438,-1.516997079,-0.816655118,0
36M,0.872386556,0.59900471,-0.357534707,-1.576598427,-0.839766347,0
36M,0.872406351,0.34649177,-0.737626438,-1.261922266,-0.837036195,0
36M,0.872415637,1.105284822,-0.167488841,-0.141949228,-0.629397646,0
36M,0.872481459,1.327934838,-0.547580572,-1.785529735,-0.87821613,1
36M,0.87261781,1.51617523,-0.547580572,-1.257664099,-0.82308435,0
36M,0.872676608,1.319881188,-0.737626438,-0.404041041,-0.823513232,0
36M,0.872722424,1.070802363,-0.547580572,-0.989627375,-0.643596442,0
36M,0.872846907,0.665982949,-0.547580572,0.65223914,-0.703589112,0
36M,0.872920036,0.809962776,0.212602891,-1.27428006,-0.316323929,0
36M,0.873003257,2.260515469,-0.547580572,0.477697014,-0.81681722,0
36M,0.873056318,1.07634796,-0.737626438,-0.964751854,-0.851526396,0
36M,0.873161234,-0.418512083,0.972786354,0.259479793,0.483607263,0
36M,0.87328674,1.284817681,-0.547580572,-1.606938927,-0.753924872,0
36M,0.873302984,0.239689728,-0.927672304,-0.858164437,-0.773759219,0
36M,0.873447299,1.467730574,-1.11771817,-1.28068803,-0.878312588,0
36M,0.873450526,0.80497804,-0.357534707,-1.310038864,-0.666122282,0
36M,0.873636653,1.668599891,-1.11771817,-1.428816318,-0.896233401,0
36M,0.873684095,1.188793394,-0.927672304,-1.341720252,-0.890291753,0
36M,0.873702061,1.770262797,-0.927672304,-1.356394506,-0.739437417,0
36M,0.873878578,-0.240454571,0.022557025,0.797502059,-0.305957375,0
36M,0.873950273,-0.418512083,0.782740488,-0.683402386,0.030602371,0
36M,0.873961308,0.2328305,0.022557025,-0.553684761,-0.521288213,0
36M,0.873983218,0.394595231,0.212602891,0.833188201,-0.060316228,1
36M,0.873990964,0.734970782,0.782740488,-0.552192343,0.006094585,0
36M,0.874022022,1.330482992,-1.307764036,-1.533377018,-0.905745761,0
36M,0.874033301,1.904007725,-1.307764036,-1.65508578,-0.892304309,0
36M,0.874090869,1.724534198,-0.357534707,-1.374896707,-0.656866543,0
36M,0.874151231,0.05631677,-0.167488841,-0.814578813,-0.469646388,0
36M,0.874183823,1.35061848,-0.167488841,-0.064898051,-0.290765983,0
36M,0.874266468,0.8671863,-0.167488841,-1.382875963,-0.249263953,0
36M,0.874392338,0.913066571,0.402648757,-0.518580691,-0.212300956,0
36M,0.874522602,0.884371403,-1.11771817,-1.260714356,-0.896552365,0
36M,0.874578316,1.307829902,-1.11771817,-1.861018838,-0.886827534,0
36M,0.874690741,0.387303422,-0.167488841,0.725597608,-0.504544813,0
36M,0.874700205,1.571131031,-0.357534707,-1.253292349,-0.683904399,0
36M,0.874721544,0.734970782,-0.737626438,-0.277783399,-0.608964529,0
36M,0.874724591,0.619349772,0.022557025,-0.15625668,-0.357828607,0
36M,0.87472713,2.95412205,-0.547580572,-1.454974869,-0.737143816,0
36M,0.874799777,0.589836771,0.782740488,1.014791739,-0.082182471,0
36M,0.874839707,0.535561928,1.542923951,0.543879001,-0.087754073,0
36M,0.874865719,1.165751439,0.402648757,-1.301647555,-0.655719821,0
36M,0.875137906,1.029944336,0.022557025,-0.861034203,-0.719133206,0
36M,0.875139379,1.668082813,0.592694622,0.252982095,-0.205837953,0
36M,0.875215479,1.020167048,0.212602891,-1.062201559,-0.384953598,0
36M,0.875279177,0.41439082,1.16283222,-0.668096929,-0.533439271,0
36M,0.87533145,1.187307767,-0.927672304,-0.885020583,-0.859459465,0
36M,0.875367406,-0.028355261,0.592694622,-1.102602334,-0.003234797,0
36M,0.875582143,-0.418512083,1.352878086,-0.20461861,1.031655486,0
36M,0.875593633,-0.131042775,-1.307764036,-1.48251206,-0.907481704,0
36M,0.875640568,0.591938773,-0.927672304,-1.549174172,-0.881348404,0
36M,0.875664695,1.379710153,-0.927672304,0.654498647,-0.752010501,0
36M,0.87567609,1.253016498,-0.357534707,0.99884564,-0.552699879,0
36M,0.875690349,1.6731693,-0.357534707,-0.55197009,-0.641728302,0
36M,0.875729299,1.248340973,-1.307764036,-1.326764077,-0.910192685,0
36M,0.876013413,-0.000350837,-0.927672304,-1.794411772,-0.894100981,0
36M,0.876040961,-0.418512083,-0.547580572,-1.705300399,-0.796771459,0
36M,0.876043925,0.2625929,-0.737626438,-1.183977681,-0.858267509,0
36M,0.876104807,0.591533745,0.402648757,0.047818711,-0.152428049,0
36M,0.876149231,-0.4137974,1.542923951,-1.032402598,1.771916666,0
36M,0.876151673,1.789060648,0.022557025,-0.971009587,-0.480535785,0
36M,0.876168962,-0.112970552,-0.927672304,-1.552618641,-0.880036966,1
36M,0.876191233,1.08788926,1.16283222,-0.988337041,0.670702453,0
36M,0.876226865,1.773359263,-0.927672304,-1.305273743,-0.848143082,0
36M,0.876259617,0.591938773,-0.927672304,-1.417467002,-0.88305664,0
36M,0.876311392,1.291104864,0.782740488,0.697974891,-0.300811612,0
36M,0.876420681,-0.405696361,-0.167488841,-0.338716906,-0.736155192,0
36M,0.876538679,-0.241671634,-0.547580572,-1.321267163,-0.739042787,0
36M,0.876540961,-0.418512083,-0.357534707,-1.428475892,-0.440969043,0
36M,0.876623101,-0.418512083,0.022557025,-1.676888515,-0.719516046,0
36M,0.876685661,0.9389708,0.592694622,-0.620563373,0.808487754,0
36M,0.876901581,2.052393421,-0.737626438,0.028238731,-0.633076014,0
36M,0.876913013,0.56348148,-1.11771817,-0.662988343,-0.873905815,0
36M,0.876913418,0.37060198,-0.547580572,-1.781232425,-0.816721991,0
36M,0.877003088,-0.418512083,-0.737626438,-1.046867657,-0.793145666,0
36M,0.877042005,0.8262478,-1.11771817,-1.34688314,-0.892119698,0
36M,0.877061119,-0.321095873,1.542923951,1.388478965,0.359194741,0
36M,0.877105326,1.965884678,-0.737626438,-0.064404931,-0.790402802,0
36M,0.877123892,0.220584235,-1.11771817,-1.305104629,-0.892813753,0
36M,0.87730399,0.394610575,-0.357534707,-0.917842132,-0.279375748,0
36M,0.87731354,-0.418512083,1.16283222,-0.284484086,1.387460738,0
36M,0.877316064,1.848652146,-0.167488841,-0.673233312,-0.243337379,0
36M,0.87732523,1.248340973,-1.307764036,-1.31806641,-0.912126219,0
36M,0.877384546,0.363757414,0.212602891,-0.324735917,-0.649519957,0
36M,0.877394472,0.924698302,-0.357534707,-0.668530057,-0.66563374,0
36M,0.877397707,0.818628844,-0.547580572,-0.851062945,-0.523983569,0
36M,0.877443846,1.045352742,0.022557025,0.558216449,-0.202085406,0
36M,0.877449727,0.9389708,0.782740488,-0.503610746,0.637155063,0
36M,0.877498976,-0.418512083,0.022557025,-1.137005253,-0.455428078,0
36M,0.877567005,0.64029634,0.022557025,-0.403868436,-0.138649039,0
36M,0.877619274,1.149299329,-0.927672304,-1.061132055,-0.873773662,0
36M,0.877670636,1.173017537,0.782740488,0.127231148,-0.357024971,0
36M,0.877673035,0.293135828,-0.927672304,-1.454376053,-0.867614505,0
36M,0.877722634,0.726709128,0.022557025,-0.949082957,-0.245891219,0
36M,0.877792088,-0.418512083,2.49315328,0.717999376,0.589975381,0
36M,0.877835447,0.099158918,0.592694622,-1.011022873,-0.553120548,1
36M,0.877843739,0.255524849,0.592694622,-1.130936416,0.197085634,0
36M,0.877956513,0.330593156,0.402648757,-0.926992514,0.021339759,0
36M,0.878152825,1.668599891,-1.11771817,-1.605045511,-0.90033133,0
36M,0.878162471,1.62062471,-1.11771817,-1.692801839,-0.905122905,0
36M,0.878183801,0.586313794,-0.167488841,-1.081386939,-0.363961354,0
36M,0.878279778,0.013774762,-1.11771817,-1.24055741,-0.896971622,0
36M,0.878306223,-0.418512083,0.782740488,0.332927473,-0.105335124,0
36M,0.878321438,0.700400757,-0.167488841,-0.28219329,-0.717144026,0
36M,0.878348716,-0.12572404,-0.547580572,-0.235568916,-0.605125005,0
36M,0.878385755,0.784035768,-0.737626438,-1.578960592,-0.771928247,0
36M,0.878387936,-0.377779226,0.212602891,-1.394481536,-0.221003747,0
36M,0.87844625,1.344529209,-1.11771817,-1.058296682,-0.834771439,0
36M,0.878490255,1.070802363,-0.927672304,-0.729364656,-0.848748697,0
36M,0.878532311,1.295818853,-0.737626438,-1.225476792,-0.740295985,0
36M,0.878576451,2.341350675,-0.927672304,-0.826945592,-0.813958888,0
36M,0.878605795,1.48624554,-0.357534707,-0.810621055,-0.653559839,0
36M,0.878744729,1.084856082,-0.167488841,-0.909593561,-0.670231125,0
36M,0.878862106,0.847931249,-0.927672304,-1.084668499,-0.788138945,0
36M,0.878884246,0.929074847,0.402648757,1.108871577,-0.575809468,0
36M,0.878923221,-0.418512083,-1.307764036,-1.940592567,-0.903617496,0
36M,0.878936683,1.6735894,-0.927672304,-1.185662873,-0.871597346,0
36M,0.879014116,0.431521364,0.592694622,-0.180220434,0.147104263,0
36M,0.879053109,1.07512053,0.022557025,-1.093722301,-0.523147084,0
36M,0.879085108,1.418856543,0.022557025,0.733082063,-0.505169607,0
36M,0.879089785,-0.418512083,2.113061549,0.161031179,1.259160553,0
36M,0.87916641,1.154380497,-0.357534707,-1.003251907,-0.606103541,0
36M,0.879233584,0.560046137,0.972786354,-0.277963373,0.598235561,0
36M,0.879365739,1.886499636,-0.737626438,-0.366286485,-0.556719284,0
36M,0.879430452,0.487337075,-0.357534707,-0.270370184,-0.511805336,0
36M,0.879526234,-0.414555997,-1.307764036,-2.034122187,-0.906390855,0
36M,0.879562045,1.299000567,-0.927672304,-0.820984843,-0.827814179,0
36M,0.879605722,-0.017767404,0.212602891,-0.822485794,-0.610578262,0
36M,0.879700217,-0.418512083,-1.11771817,-1.645011606,-0.906237709,0
36M,0.879792532,0.259843153,-0.737626438,-1.488589559,-0.650479027,0
36M,0.879895057,0.698001616,-0.357534707,-0.582768866,-0.410065308,0
36M,0.8799115,-0.36877856,3.443382609,1.239760071,2.989164183,0
36M,0.879979946,1.505659356,0.592694622,-1.055012536,-0.647894623,0
36M,0.88001589,-0.418512083,0.592694622,-1.158184769,0.17826004,0
36M,0.88001923,-0.010365728,-0.357534707,-0.619350873,-0.656100864,0
36M,0.880041766,1.188394844,-0.357534707,0.390072467,-0.187772868,0
36M,0.880061394,1.51617523,-0.927672304,-1.645617404,-0.894672827,0
36M,0.880072307,0.128990983,0.782740488,-0.217452909,0.425031799,0
36M,0.880088892,0.277772024,-0.927672304,-1.514334634,-0.805942175,0
36M,0.880186899,1.229222591,-1.11771817,-0.614010467,-0.868058811,1
36M,0.880201456,0.143499413,1.16283222,-0.349951993,0.495590167,0
36M,0.880212432,-0.418512083,0.782740488,-1.499967514,1.056557334,0
36M,0.880213712,1.980487528,-0.737626438,-0.834795944,-0.692921053,0
36M,0.880231073,-0.37690785,-0.167488841,-1.11450767,-0.756230311,0
36M,0.88024578,-0.418512083,0.402648757,0.298767235,-0.30080556,0
36M,0.880269332,-0.418512083,-0.547580572,0.157916276,-0.810878446,0
36M,0.880272982,-0.418512083,-0.547580572,-1.76820645,-0.830974316,0
36M,0.88027403,0.005904224,0.782740488,-1.394118742,0.164289296,0
36M,0.880330581,0.117175833,-1.11771817,-1.739491797,-0.87796906,0
36M,0.880334982,0.845006914,-0.927672304,-1.899831197,-0.879041616,0
36M,0.880434537,0.671739483,1.542923951,-0.332918548,-0.138617136,0
36M,0.880473798,1.00731307,-0.167488841,-1.669853899,-0.595334129,0
36M,0.880493579,1.04936279,0.402648757,1.721737876,-0.531555085,0
36M,0.880507164,-0.418512083,0.212602891,-1.534461002,-0.811556935,0
36M,0.880510808,-0.418512083,-0.547580572,-0.116675746,-0.652730794,0
36M,0.880546341,1.273344033,-0.737626438,-0.496615015,-0.811269285,0
36M,0.880562065,-0.418512083,1.16283222,-0.888930761,-0.516901951,1
36M,0.880620272,0.228229174,-0.547580572,-0.897501139,-0.795041532,0
36M,0.880653973,0.812587039,-1.11771817,-0.806800477,-0.905731234,1
36M,0.88073088,0.336328343,0.782740488,-0.164793701,0.089878447,0
36M,0.880762854,0.030141794,-0.737626438,-0.867712134,-0.833690006,0
36M,0.880848442,1.105127421,2.113061549,-0.675234752,1.336899181,0
36M,0.88086384,0.192703011,-1.11771817,-1.615219821,-0.904152088,0
36M,0.880938822,-0.159755437,2.683199146,0.054593353,0.852168035,0
36M,0.880947337,0.455794295,-1.307764036,-2.092388401,-0.90716984,0
36M,0.881044684,-0.418512083,-0.927672304,-1.27568443,-0.805098818,0
36M,0.881089642,-0.418512083,0.972786354,-1.2128438,0.350451472,0
36M,0.881092454,0.040412189,-0.737626438,-0.814081168,-0.791510732,0
36M,0.881164779,-0.418512083,-0.357534707,-0.425767397,-0.69150651,0
36M,0.881192759,0.895737298,-0.547580572,0.230316174,-0.33694752,0
36M,0.88130063,1.040704223,-0.357534707,-1.201889342,-0.624852277,1
36M,0.881347282,2.029622349,-0.927672304,-1.327436331,-0.791168686,0
36M,0.881362119,-0.418512083,-1.11771817,-1.792499931,-0.903099477,0
36M,0.881366042,-0.418512083,1.542923951,-0.653106168,1.47511133,0
36M,0.881372211,0.365284233,-0.927672304,-1.323339391,-0.89137655,0
36M,0.881376093,-0.418512083,0.592694622,-1.01024738,0.355598369,0
36M,0.881387891,-0.418512083,2.49315328,0.973640941,2.161735626,0
36M,0.881405698,-0.320632314,-0.927672304,-1.584297701,-0.880389373,0
36M,0.881412094,0.369067045,-0.167488841,-0.895579214,-0.707505778,0
36M,0.881420176,-0.418512083,2.49315328,1.194439089,0.147368694,0
36M,0.881454418,0.261134552,2.303107414,1.123413565,0.543989362,0
36M,0.881469723,1.065528058,-1.11771817,-2.116663256,-0.909508047,0
36M,0.88149144,-0.418512083,-0.547580572,-1.795514277,-0.737106695,0
36M,0.881491722,0.781732173,-0.357534707,-0.47665427,-0.667880952,0
36M,0.88155125,-0.418512083,-0.737626438,-0.645036667,-0.839789612,0
36M,0.881580127,0.669028881,-0.167488841,-1.297949093,-0.541893488,1
36M,0.881595106,1.107872394,-0.547580572,-1.180642207,-0.818754218,0
36M,0.881596308,-0.418512083,-0.547580572,-1.185039492,-0.706816594,0
36M,0.881602274,1.372481427,0.022557025,-0.519669071,-0.50027759,0
36M,0.881615629,0.291836995,0.022557025,-0.60228601,-0.544063542,0
36M,0.881635256,0.522111763,-0.547580572,-1.017355466,-0.584534578,0
36M,0.88167997,0.335513376,-0.357534707,-0.722379915,-0.549829843,0
36M,0.881685413,-0.418512083,-0.927672304,-1.055526083,-0.87611677,0
36M,0.881763608,-0.418512083,3.063290878,1.191486318,2.671448442,0
36M,0.881777129,-0.418512083,-0.547580572,-1.307052801,-0.747567541,1
36M,0.881820635,0.106434667,-0.167488841,-0.214747216,-0.33664116,0
36M,0.881824579,-0.418512083,0.782740488,-0.516613772,1.036139475,0
36M,0.881847603,-0.418512083,0.212602891,-1.43457479,-0.410379392,0
36M,0.88204625,0.279027755,-0.547580572,-0.438223647,-0.656226964,0
36M,0.882090262,0.429709272,-0.547580572,-0.453260564,-0.729207918,0
36M,0.882097241,1.246747047,-1.11771817,-1.927195524,-0.887203816,0
36M,0.882179446,-0.418512083,1.352878086,-1.09152007,1.087573519,0
36M,0.882191638,-0.368501233,0.592694622,-1.496127671,-0.003986037,0
36M,0.882235539,0.632707529,1.16283222,0.123387556,0.221675511,0
36M,0.88238323,0.78684703,-0.547580572,-1.043152581,-0.829466499,1
36M,0.882408098,0.788446685,-0.927672304,-0.587974808,-0.88323486,0
36M,0.882503608,-0.418512083,0.972786354,-0.989660086,0.798484746,1
36M,0.882509205,0.187315634,0.782740488,-0.787307123,0.267807176,0
36M,0.882604777,0.744702651,0.592694622,-0.788975507,0.070200795,0
36M,0.882619235,0.464773325,-0.357534707,-1.336830041,-0.774735737,0
36M,0.882626959,0.526253433,-0.167488841,-0.425536999,-0.586124163,0
36M,0.882691532,0.211802571,0.592694622,-0.798998739,-0.387374308,0
36M,0.882715285,-0.418512083,0.402648757,-1.06871154,-0.58817518,0
36M,0.882722957,-0.418512083,0.022557025,0.511147439,-0.397993346,0
36M,0.882764704,-0.418512083,0.592694622,-1.811219958,0.052026634,0
36M,0.882789354,-0.219615534,-0.737626438,-1.48500843,-0.805748935,0
36M,0.882837199,0.427805727,-1.307764036,-2.112497249,-0.908729387,0
36M,0.883018877,0.299995738,-1.11771817,-1.687664971,-0.85518148,0
36M,0.883032178,-0.418512083,0.022557025,-1.514242707,-0.182540916,1
36M,0.883070229,-0.418512083,4.013520207,1.085988187,2.690812861,0
36M,0.883095654,0.163714932,-1.11771817,-1.283128481,-0.885725924,0
36M,0.883097494,-0.418512083,4.013520207,0.060253757,4.658434778,0
36M,0.883099873,0.301152241,-0.357534707,-1.591552016,-0.697416596,0
36M,0.883103561,-0.184802007,-0.737626438,-1.476032527,-0.78975717,0
36M,0.883103602,-0.418512083,0.212602891,-1.079500698,-0.17350478,0
36M,0.883119401,0.285648904,-0.737626438,-0.44883852,-0.699074733,0
36M,0.883146042,0.627542546,-0.737626438,0.561471763,-0.706084206,0
36M,0.883149921,-0.418512083,1.732969817,0.037757725,1.118836229,0
36M,0.883150313,0.055102776,-0.547580572,-1.126154551,-0.651739617,0
36M,0.883156349,-0.103432673,1.352878086,2.054348776,-0.219756933,0
36M,0.883262329,0.065282706,0.782740488,-0.882493054,0.813347143,0
36M,0.883306973,-0.341882944,-0.357534707,-1.422228632,-0.660325718,0
36M,0.883346195,0.380076401,-1.11771817,-1.193483229,-0.875814611,0
36M,0.883409987,0.187315634,0.782740488,-0.787307123,0.267807176,0
36M,0.883426264,0.358794093,0.212602891,-0.614081319,-0.324807747,0
36M,0.88345467,-0.418512083,-1.11771817,-1.715579307,-0.89692024,0
36M,0.883481789,0.516123492,-1.11771817,-0.470880219,-0.831623313,0
36M,0.883482755,0.43910281,-0.737626438,-1.233803908,-0.8689173,0
36M,0.883523458,0.302370873,0.782740488,1.096209236,0.004974628,1
36M,0.883529291,1.491839284,1.542923951,3.006713101,0.770258271,0
36M,0.883535966,-0.418512083,3.443382609,1.208618025,1.105023992,0
36M,0.883552002,-0.418512083,0.972786354,-0.967608302,0.174365694,0
36M,0.883582018,-0.418512083,-0.737626438,-1.302725075,-0.799306068,0
36M,0.883589476,1.296510382,-0.737626438,-1.69912509,-0.708737018,0
36M,0.883652941,0.996660391,0.782740488,-1.166514793,0.607431782,0
36M,0.883691097,1.226189412,-0.927672304,-1.122850818,-0.824534807,0
36M,0.883736086,-0.418512083,-1.11771817,-1.385842374,-0.852025953,0
36M,0.883798077,0.913066571,0.402648757,-1.722543685,-0.455798591,0
36M,0.883798353,-0.418512083,2.49315328,-0.948922764,0.596530563,0
36M,0.883801323,0.417218927,0.592694622,0.273579086,-0.128007839,0
36M,0.883819654,-0.418512083,-0.927672304,-1.255168957,-0.853816427,0
36M,0.883820462,-0.410824741,0.402648757,-0.371839835,-0.361841991,0
36M,0.883919865,0.892223322,-0.737626438,-1.202804471,-0.794343923,0
36M,0.883966044,-0.151876851,1.923015683,0.005288626,0.708708613,0
36M,0.88399022,-0.418512083,-0.547580572,-1.342619672,-0.781880728,0
36M,0.884085189,1.301054421,-0.927672304,-0.856045859,-0.787174745,0
36M,0.88410508,0.10384273,-0.167488841,-1.064740207,-0.713089407,0
36M,0.884143379,-0.418512083,1.16283222,0.378735886,-0.005723506,0
36M,0.884158895,0.265201614,-1.11771817,-1.6694369,-0.905095556,0
36M,0.884172192,-0.418512083,0.212602891,-0.677675656,0.000433074,0
36M,0.884189994,-0.284836155,0.782740488,0.71054259,-0.119169112,0
36M,0.884250607,-0.418512083,-0.737626438,-1.682382423,-0.85734502,0
36M,0.88425948,-0.418512083,1.16283222,-1.321303494,0.84944831,0
36M,0.884260787,-0.356244679,1.923015683,1.910619519,0.726713043,0
36M,0.884303328,-0.216478438,0.592694622,-0.04993651,-0.541277647,0
36M,0.884314311,-0.418512083,0.592694622,-0.316898753,0.312645685,0
36M,0.884316262,1.299199569,-0.927672304,-1.017341761,-0.884530833,0
36M,0.88434727,-0.418512083,-1.11771817,-1.297087362,-0.894143351,0
36M,0.884349157,-0.167736029,2.49315328,-0.490804374,1.396913194,0
36M,0.88435259,1.37529528,-0.927672304,-0.057901156,-0.722441061,0
36M,0.884449476,-0.174463363,-0.357534707,-0.522628565,-0.493190171,0
36M,0.884457824,1.273956588,-0.547580572,-1.819030228,-0.852860085,0
36M,0.884459745,1.431488604,-0.547580572,-0.922417646,-0.660725203,0
36M,0.88447763,0.192703011,-0.927672304,-1.50231287,-0.882667915,0
36M,0.884486536,0.858470856,-0.737626438,-0.465614803,-0.807469278,0
36M,0.884512203,0.04071475,0.782740488,-0.670453275,-0.370869427,0
36M,0.884530842,1.080174282,0.212602891,-0.232363638,-0.160039885,0
