id,log_mmr,housing,tpi,slope,vrm,daynight
26M,1.469708565,-0.418512083,0.972786354,0.990824882,-0.070946458,0
26M,1.473480915,-0.418512083,0.972786354,1.590260845,0.229054504,0
26M,1.466482117,-0.418512083,0.022557025,1.521256673,0.000980978,0
26M,1.466137027,-0.418512083,0.212602891,1.122892001,-0.059552062,0
26M,1.473095989,-0.418512083,1.352878086,1.11383458,0.099042385,0
26M,1.473602767,-0.418512083,1.352878086,0.81509689,0.7271723,0
26M,1.460331655,-0.418512083,-0.167488841,1.187070738,-0.581465809,0
26M,1.46876,-0.418512083,1.16283222,-0.09386463,0.787122632,0
26M,1.396902886,-0.418512083,2.303107414,-0.491220307,1.63267655,1
26M,1.403216747,-0.418512083,1.352878086,1.79119095,1.072368886,1
26M,1.383546538,-0.418512083,-0.547580572,1.676303634,-0.035703023,1
26M,1.466798803,-0.418512083,1.542923951,0.01437113,2.660733726,1
26M,1.462428367,-0.418512083,1.542923951,-0.391227041,2.195604319,1
26M,1.4698048,-0.418512083,2.49315328,0.01330292,2.689709991,1
26M,1.472035334,-0.418512083,2.49315328,0.326800067,2.942287015,1
26M,1.467010737,-0.418512083,2.873245012,-0.635790608,3.417976036,1
26M,1.465937388,-0.418512083,1.923015683,-0.774773298,3.018481171,1
26M,1.468145612,-0.418512083,1.16283222,1.325221821,2.153567121,1
26M,1.473453252,-0.418512083,1.732969817,1.358691899,0.60533083,1
26M,1.465402564,-0.418512083,1.732969817,0.37723403,1.185384744,1
26M,1.462220062,-0.418512083,0.592694622,1.771845765,-0.205854283,1
26M,1.459788176,-0.418512083,0.402648757,1.646700163,-0.038221366,1
26M,1.453524747,-0.418512083,-0.167488841,0.009441227,-0.353071485,1
26M,1.459756738,-0.418512083,0.782740488,0.226319241,-0.244604306,1
26M,1.39308287,-0.418512083,0.782740488,0.773045444,-0.050142985,1
26M,1.460716107,-0.418512083,0.782740488,0.564306878,0.014195879,1
26M,1.450316152,-0.418512083,-0.927672304,1.307095342,-0.454516407,1
26M,1.458164149,-0.418512083,0.592694622,0.696142047,0.111805722,1
26M,1.465405106,-0.418512083,0.592694622,-0.249056527,0.646786833,0
26M,1.476005261,-0.418512083,1.923015683,0.433336413,0.92150689,0
26M,1.479083129,-0.418512083,1.542923951,1.598143778,0.551252722,0
26M,1.474806408,-0.418512083,1.352878086,0.988835595,0.934080194,0
26M,1.479335451,-0.418512083,1.732969817,1.878687757,0.822394313,0
26M,1.482096206,-0.418512083,2.113061549,1.39346162,1.065324814,0
26M,1.469825645,-0.418512083,0.972786354,0.481474668,0.11015129,0
26M,1.463466735,-0.418512083,0.402648757,-0.724045066,-0.233873701,0
26M,1.458533476,-0.418512083,-0.167488841,-1.47686381,-0.242815704,0
26M,1.460134573,-0.418512083,-0.357534707,-0.118486092,0.124277705,0
26M,1.458983253,-0.418512083,-0.167488841,-1.019193352,-0.440717474,0
26M,1.461507312,-0.418512083,0.022557025,-0.403003473,-0.447124583,0
26M,1.457529027,-0.418512083,-0.927672304,-0.059818427,-0.661407829,0
26M,1.460334179,-0.418512083,-0.357534707,-0.230037287,-0.594179557,0
26M,1.46086805,-0.418512083,-0.167488841,0.251618064,-0.291440554,0
26M,1.475502016,-0.418512083,1.542923951,0.683831639,1.580670895,0
26M,1.475161644,-0.418512083,2.113061549,0.095251807,1.093922906,0
26M,1.465155354,-0.418512083,0.022557025,2.000117507,-0.402603057,0
26M,1.484703279,-0.418512083,1.923015683,2.161452197,0.379426224,0
26M,1.474191733,-0.418512083,0.592694622,2.552052626,-0.357950924,0
26M,1.458865366,-0.418512083,-0.737626438,1.465093264,-0.704889124,0
26M,1.408789586,-0.418512083,1.16283222,1.69470654,0.602879446,0
26M,1.478911085,-0.418512083,1.923015683,0.691178786,1.855894217,0
26M,1.412441218,-0.418512083,1.923015683,1.372572429,0.72137914,0
26M,1.393228157,-0.418512083,0.212602891,2.282484503,-0.161298616,1
26M,1.398638251,-0.418512083,0.592694622,2.682095032,-0.057947062,1
26M,1.475970019,-0.418512083,2.303107414,-0.072260713,2.912097164,0
26M,1.481964419,-0.418512083,3.063290878,0.26464294,2.725101215,0
26M,1.480768107,-0.418512083,2.49315328,0.01309476,3.638897674,0
26M,1.486769362,-0.418512083,3.253336743,0.385862978,4.135089545,0
26M,1.39377313,-0.418512083,-0.737626438,2.15936439,1.628863286,0
26M,1.413834919,-0.418512083,2.113061549,0.765110535,2.700371493,0
26M,1.409477739,-0.418512083,2.113061549,0.388779547,1.443344977,0
26M,1.403708345,-0.418512083,1.16283222,0.365751091,1.353685864,0
26M,1.411643655,-0.418512083,1.923015683,0.637314189,2.785823658,0
26M,1.42703491,-0.418512083,3.633428475,0.69983411,5.275735604,0
26M,1.429618428,-0.418512083,3.253336743,1.849065927,2.252549058,0
26M,1.388713984,-0.418512083,-0.927672304,2.207113992,-0.397770054,0
26M,1.391322603,-0.418512083,-0.547580572,2.443939693,-0.828880047,0
26M,1.392347874,-0.418512083,-0.547580572,2.220080945,-0.71085315,0
26M,1.398648571,-0.418512083,0.212602891,2.022553288,-0.463504814,0
26M,1.413473005,-0.418512083,1.732969817,1.596660023,0.560610098,0
26M,1.409753304,-0.418512083,1.732969817,0.507339273,2.277373607,0
26M,1.408158914,-0.418512083,1.732969817,0.063432788,2.918611994,0
26M,1.472598206,-0.418512083,1.352878086,0.46584249,1.538150986,0
26M,1.471055684,-0.418512083,0.782740488,0.971956266,0.610047978,0
26M,1.470981794,-0.418512083,0.972786354,1.334580752,-0.06833871,0
26M,1.402025885,-0.418512083,0.972786354,0.712321906,0.005096188,0
26M,1.401518376,-0.418512083,1.352878086,0.190019737,0.370940829,0
26M,1.401448827,-0.418512083,1.352878086,0.174382646,0.09198583,0
26M,1.396173342,-0.418512083,-0.167488841,1.107259564,-0.439841394,0
26M,1.399399871,-0.418512083,0.022557025,2.461768025,-0.442069833,0
26M,1.414718891,-0.418512083,1.542923951,2.671041084,-0.079433176,0
26M,1.404295441,-0.418512083,0.592694622,1.800182433,-0.082475023,0
26M,1.398191711,-0.418512083,0.972786354,-0.22537463,-0.063031413,0
26M,1.462583521,-0.418512083,0.782740488,-0.667377677,0.035506841,0
26M,1.464174003,-0.418512083,0.972786354,-0.860013572,-0.086386582,0
26M,1.464285043,-0.418512083,0.592694622,-0.907536526,0.096354249,0
26M,1.466055254,-0.418512083,0.212602891,0.866045176,-0.427878697,0
26M,1.472075927,-0.418512083,1.16283222,0.692105293,0.866677604,0
26M,1.467193074,-0.418512083,1.16283222,-0.281403963,0.484175974,0
26M,1.467386676,-0.418512083,0.022557025,1.651429923,-0.30887867,0
26M,1.458319605,-0.418512083,-0.547580572,0.938527045,-0.604571363,0
26M,1.39280112,-0.418512083,-0.737626438,0.080036984,-0.557857873,0
26M,1.391673835,-0.418512083,-0.737626438,0.569450631,-0.61148366,0
26M,1.392435445,-0.418512083,-0.547580572,0.512766434,-0.616699156,0
26M,1.47702152,-0.418512083,2.113061549,-0.042447659,2.539239157,0
26M,1.474820703,-0.418512083,2.113061549,-0.134436329,2.876026513,0
26M,1.408441795,-0.418512083,1.732969817,0.751186046,0.919227002,0
26M,1.409464847,-0.418512083,1.542923951,1.696899332,0.531349477,0
26M,1.401187302,-0.418512083,0.022557025,2.55456451,0.186662713,0
26M,1.401018657,-0.418512083,0.782740488,0.840141784,-0.177091379,0
26M,1.393794774,-0.418512083,-0.167488841,0.401577127,0.094531032,0
26M,1.386802948,-0.418512083,-0.167488841,1.18885626,-0.062861935,1
26M,1.406896067,-0.418512083,1.542923951,0.960850084,0.354902297,0
26M,1.4064537,-0.418512083,1.542923951,0.807291273,1.347262835,0
26M,1.409353677,-0.418512083,1.923015683,0.571694364,1.965868038,0
26M,1.399696131,-0.418512083,0.212602891,0.171384106,2.056221205,0
26M,1.392265006,-0.418512083,-0.927672304,0.841791808,1.031072652,0
26M,1.410249323,-0.418512083,1.542923951,1.267570003,0.961072024,0
26M,1.476587765,-0.418512083,2.49315328,-0.132713513,2.88976082,0
26M,1.472304919,-0.418512083,2.113061549,-0.436733298,2.568061076,0
26M,1.478835359,-0.418512083,1.732969817,1.458834239,0.92771101,0
26M,1.467292557,-0.418512083,0.402648757,0.975522657,-0.422335279,0
26M,1.396220655,-0.418512083,0.402648757,0.132698131,-0.237369508,0
26M,1.401422095,-0.418512083,1.16283222,-0.022699212,0.733847907,0
26M,1.479925863,-0.418512083,1.352878086,2.040759411,0.272483342,0
26M,1.471935557,-0.418512083,1.352878086,0.318209131,1.210610795,0
26M,1.46579512,-0.418512083,0.212602891,1.219470278,-0.400093384,0
26M,1.463625408,-0.418512083,0.592694622,0.225297576,-0.216158354,0
26M,1.476010475,-0.418512083,2.49315328,0.174415745,0.64008197,0
26M,1.483691044,-0.418512083,2.873245012,0.215247967,3.702459132,0
26M,1.479092686,-0.418512083,3.443382609,-0.334926841,4.388560618,0
26M,1.402540956,-0.418512083,1.732969817,-0.874627963,3.334929607,0
26M,1.420334628,-0.418512083,2.49315328,1.178934651,3.31612028,0
26M,1.472005241,-0.418512083,0.782740488,1.882394817,-0.000644892,0
26M,1.405534743,-0.418512083,1.352878086,0.912297319,0.595008789,0
26M,1.473389362,-0.418512083,0.782740488,1.930805102,0.112960798,0
26M,1.472279774,-0.418512083,0.592694622,2.103854164,-0.451386668,0
26M,1.458981559,-0.418512083,-0.357534707,0.381494719,-0.564309495,0
26M,1.462928189,-0.418512083,0.022557025,1.034054695,-0.361707695,0
26M,1.459895773,-0.418512083,-0.167488841,-0.387635438,-0.435940869,0
26M,1.463140589,-0.418512083,0.212602891,0.1049756,-0.568202107,0
26M,1.469138569,-0.418512083,0.592694622,1.59767781,-0.198652775,0
26M,1.474204385,-0.418512083,0.782740488,2.074614521,0.60576184,0
26M,1.464117144,-0.418512083,1.352878086,0.78567572,0.173998617,1
26M,1.457113252,-0.418512083,0.022557025,1.72811947,-0.371865427,1
26M,1.408577173,-0.418512083,1.923015683,0.85462016,0.252105583,0
26M,1.394504175,-0.418512083,0.212602891,0.244889709,-0.256971184,0
26M,1.399859068,-0.418512083,0.592694622,1.094502065,-0.228493771,0
26M,1.389102611,-0.418512083,-0.927672304,0.733897896,-0.431081984,0
26M,1.403031926,-0.418512083,1.352878086,-0.139499662,0.842289866,0
26M,1.460506026,-0.418512083,0.022557025,-0.920190075,-0.411247369,0
26M,1.45997778,-0.418512083,0.212602891,-1.082400976,-0.33323728,0
26M,1.453358186,-0.418512083,0.212602891,-0.742521668,-0.333949682,1
26M,1.452514711,-0.418512083,-0.547580572,-0.64440417,-0.23626979,1
26M,1.455425418,-0.418512083,0.212602891,0.125112311,-0.262639316,1
26M,1.464563518,-0.418512083,1.352878086,0.693700756,0.732622215,1
26M,1.396479607,-0.418512083,1.352878086,0.24071487,1.543764958,1
26M,1.398476522,-0.418512083,1.352878086,0.700786992,1.227630006,1
26M,1.394243383,-0.418512083,0.402648757,1.412867314,0.520697937,1
26M,1.390266017,-0.418512083,0.402648757,0.589875921,0.169040996,1
26M,1.399096782,-0.418512083,1.542923951,0.936800738,0.266557273,1
26M,1.399176315,-0.418512083,1.542923951,0.26338105,2.187524588,1
26M,1.400191715,-0.418512083,2.49315328,-0.299913793,3.091721055,1
26M,1.406162473,-0.418512083,2.303107414,-0.820607311,4.471451692,0
26M,1.483029443,-0.418512083,3.443382609,-0.321587269,4.505290877,0
26M,1.48337758,-0.418512083,2.873245012,0.23250457,3.545977112,0
26M,1.479039276,-0.418512083,3.063290878,-0.446654778,4.899022468,0
26M,1.482828134,-0.418512083,3.063290878,0.143570812,4.940156285,0
26M,1.472357713,-0.418512083,2.303107414,-0.888938001,3.845345052,0
26M,1.396066117,-0.418512083,-0.167488841,1.452746137,0.5819529,0
26M,1.492560801,-0.418512083,4.203566072,0.444517068,4.11268662,0
26M,1.491224451,-0.418512083,4.203566072,0.357309358,5.547371633,0
26M,1.48856541,-0.418512083,3.253336743,0.409309823,4.372664453,0
26M,1.491750467,-0.418512083,3.253336743,0.843355465,3.891527913,0
26M,1.472317153,-0.418512083,0.402648757,2.471691961,0.716787083,0
26M,1.491137994,-0.418512083,3.063290878,1.147166315,2.902650761,0
26M,1.486851178,-0.418512083,3.063290878,0.482597698,3.453558931,0
26M,1.407259279,-0.418512083,1.16283222,0.824946871,2.114034269,0
26M,1.408480809,-0.418512083,1.542923951,1.320130302,1.178070944,0
26M,1.409772403,-0.418512083,1.542923951,1.042422473,0.89502854,0
26M,1.403473125,-0.418512083,0.592694622,1.394590339,-0.144892502,0
26M,1.390098811,-0.418512083,-0.737626438,1.450231408,-0.620681898,0
26M,1.397317549,-0.418512083,0.212602891,0.76714585,-0.553302794,0
26M,1.395482855,-0.418512083,0.212602891,0.738170996,-0.470741945,0
26M,1.472408695,-0.418512083,0.972786354,1.705374681,-0.257719714,0
26M,1.46053468,-0.418512083,-0.547580572,1.460768705,-0.532522871,0
26M,1.465141314,-0.418512083,0.212602891,0.994209488,-0.532116671,0
26M,1.474830544,-0.418512083,1.732969817,0.468566155,1.225865868,0
26M,1.479088373,-0.418512083,2.49315328,-0.039065381,3.713651768,0
26M,1.478007395,-0.418512083,1.542923951,0.776747591,2.867603538,0
26M,1.472925989,-0.418512083,1.542923951,0.935922846,0.439002922,0
26M,1.391370838,-0.418512083,-0.547580572,0.512766434,-0.616699156,0
26M,1.397826758,-0.418512083,0.212602891,0.717883272,0.699490199,0
26M,1.474590587,-0.418512083,2.49315328,-0.282232466,2.953779769,0
26M,1.474555546,-0.418512083,2.49315328,-0.482845159,3.168321757,0
26M,1.479879195,-0.418512083,1.923015683,0.833725022,1.835157578,0
26M,1.479318668,-0.418512083,2.113061549,1.080874171,1.640768134,0
26M,1.473648403,-0.418512083,1.732969817,0.520500422,1.466953922,0
26M,1.470407917,-0.418512083,0.782740488,1.234101736,0.21346451,0
26M,1.389423942,-0.418512083,-0.737626438,0.433645421,-0.178903499,0
26M,1.394660808,-0.418512083,-0.167488841,0.774816485,-0.210659197,0
26M,1.394818805,-0.418512083,-0.167488841,1.149344368,-0.680636218,0
26M,1.402747571,-0.418512083,1.16283222,0.621394466,0.276674906,0
26M,1.400034044,-0.418512083,1.16283222,0.230713617,0.491810572,0
26M,1.401768813,-0.418512083,0.782740488,0.753046041,0.265942283,0
26M,1.401748743,-0.418512083,0.972786354,0.636180557,0.503462212,0
26M,1.46791917,-0.418512083,1.16283222,-0.194910203,1.068127891,0
26M,1.463382633,-0.418512083,1.16283222,-1.161791498,0.779971628,0
26M,1.467207458,-0.418512083,0.022557025,1.336417991,-0.518917785,0
26M,1.461171065,-0.418512083,-0.357534707,0.354336159,-0.559135675,0
26M,1.460582518,-0.418512083,-0.357534707,-0.779700616,-0.111808908,0
26M,1.467269576,-0.418512083,1.16283222,-0.359045487,0.454844738,0
26M,1.462048478,-0.418512083,0.212602891,0.086259549,-0.482046557,0
26M,1.464204336,-0.418512083,0.212602891,0.570900252,-0.473050363,0
26M,1.464008676,-0.418512083,0.212602891,0.398154251,-0.396355717,0
26M,1.47152742,-0.418512083,1.542923951,0.115156051,1.336139807,0
26M,1.467307949,-0.418512083,0.592694622,0.738083078,0.34319076,0
26M,1.459496178,-0.418512083,-0.547580572,1.438445667,-0.580942242,0
26M,1.463640595,-0.418512083,0.402648757,0.008145721,0.301866532,0
26M,1.462202112,-0.418512083,0.212602891,-0.153359764,0.343504497,0
26M,1.466376857,-0.418512083,0.212602891,0.985543821,-0.012190607,0
26M,1.459120173,-0.418512083,-0.547580572,0.718084968,-0.33191695,0
26M,1.454395341,-0.418512083,0.212602891,-0.050770702,-0.113786156,1
26M,1.454124688,-0.418512083,-0.167488841,-0.440158501,0.191325639,1
26M,1.456918509,-0.418512083,0.592694622,-0.060859227,-0.230220143,1
26M,1.391097576,-0.418512083,0.592694622,-0.184159832,0.792927267,1
26M,1.384763354,-0.418512083,0.402648757,-0.823909299,0.257436082,1
26M,1.382872219,-0.418512083,-0.357534707,-0.099064624,-0.656920009,1
26M,1.384706217,-0.418512083,-0.357534707,0.336246399,-0.66157663,1
26M,1.387361065,-0.418512083,0.402648757,-0.059342244,-0.567179184,1
26M,1.38776046,-0.418512083,0.402648757,-0.249332566,-0.612810232,1
26M,1.384147731,-0.418512083,-0.357534707,-0.165664224,-0.655090724,1
26M,1.391248736,-0.418512083,0.782740488,0.468944722,0.218149377,1
26M,1.391053621,-0.418512083,0.592694622,-0.136325414,1.132685035,1
26M,1.465799578,-0.418512083,1.732969817,-0.061349115,1.709393011,1
26M,1.458610824,-0.418512083,0.782740488,0.348980368,-0.02781219,1
26M,1.462036489,-0.418512083,1.542923951,-0.119824523,0.165714226,1
26M,1.451132412,-0.418512083,0.402648757,-1.493737385,-0.137657074,1
26M,1.454929576,-0.418512083,1.16283222,-1.025222884,0.364572653,1
26M,1.45881326,-0.418512083,1.16283222,-0.769096733,0.637253295,1
26M,1.457428554,-0.418512083,0.592694622,0.28834268,-0.148524686,1
26M,1.451809131,-0.418512083,-0.167488841,-0.117238166,-0.318553881,1
26M,1.449933141,-0.418512083,-0.167488841,-1.496131097,-0.633729149,1
26M,1.450558841,-0.418512083,-0.547580572,-0.934418012,-0.789822001,1
26M,1.459814023,-0.418512083,0.972786354,-0.130531193,0.157873328,1
26M,1.466823599,-0.418512083,1.732969817,0.631561471,0.730315972,1
26M,1.45603021,-0.418512083,0.212602891,0.422354092,0.236156456,1
26M,1.470873597,-0.418512083,2.113061549,0.727097913,1.729690318,1
26M,1.463640934,-0.418512083,1.542923951,0.270108371,1.558384487,1
26M,1.464963391,-0.418512083,1.542923951,-0.383775426,2.835739079,1
26M,1.462238856,-0.418512083,2.49315328,-1.171342169,4.143429798,1
26M,1.46594056,-0.418512083,2.303107414,-0.300825818,2.049952522,1
26M,1.457458542,-0.418512083,0.212602891,0.237122104,0.3935783,1
26M,1.475364033,-0.418512083,3.633428475,0.151571659,3.462976583,1
26M,1.476132475,-0.418512083,3.633428475,-0.068304895,3.461105259,1
26M,1.482312001,-0.418512083,2.49315328,1.783369302,1.980923873,1
26M,1.47350636,-0.418512083,2.683199146,0.231390073,2.614764478,1
26M,1.461720698,-0.418512083,1.542923951,-0.380006047,1.218620666,1
26M,1.393628616,-0.418512083,1.352878086,-0.151584067,1.762476821,1
26M,1.395931114,-0.418512083,1.352878086,-0.413301709,3.269502878,1
26M,1.385353982,-0.418512083,-0.737626438,2.185213997,1.072425379,1
26M,1.410572817,-0.418512083,1.542923951,2.965380519,0.584385117,1
26M,1.438571938,-0.418512083,4.013520207,1.73135177,5.443898519,0
26M,1.425721034,-0.418512083,3.443382609,0.924733658,3.626894973,0
26M,1.417313685,-0.418512083,3.063290878,0.435733745,3.247648236,0
26M,1.4135095,-0.418512083,4.013520207,-0.416195523,3.45229541,0
26M,1.404610192,-0.418512083,4.013520207,-1.454316578,3.993675969,0
26M,1.404050665,-0.418512083,2.113061549,-0.6275379,3.371512728,0
26M,1.409740345,-0.418512083,1.542923951,0.87159413,2.635427727,0
26M,1.411298564,-0.418512083,2.873245012,-0.136135355,3.469085876,0
26M,1.401168412,-0.418512083,2.683199146,-1.343955387,4.343978218,0
26M,1.478493194,-0.418512083,1.352878086,1.28814036,2.226573973,0
26M,1.485544451,-0.418512083,2.873245012,0.721996568,2.677952175,0
26M,1.468167948,-0.418512083,2.303107414,0.419033874,1.390533291,1
26M,1.394155023,-0.418512083,2.303107414,-1.016201018,3.528803302,1
26M,1.399475438,-0.418512083,2.303107414,-0.283227497,3.850882355,1
26M,1.406294294,-0.418512083,2.113061549,0.802294655,1.85768862,1
26M,1.429941965,-0.418512083,4.013520207,2.006528063,3.172882793,1
26M,1.473950856,-0.418512083,1.732969817,1.13510182,4.001475001,1
26M,1.477011394,-0.418512083,2.683199146,0.448515811,4.691897681,1
26M,1.471747717,-0.418512083,2.683199146,-0.109872013,4.015879151,1
26M,1.466913266,-0.418512083,2.873245012,-0.773863987,4.06117679,1
26M,1.474503966,-0.418512083,2.873245012,0.106981177,3.497908299,1
26M,1.461607975,-0.418512083,2.303107414,-1.313373434,4.087478223,1
26M,1.471198619,-0.418512083,3.443382609,-0.712451194,5.139298942,1
26M,1.472819268,-0.418512083,3.443382609,-0.46898816,5.797804201,1
26M,1.477061119,-0.418512083,3.823474341,-0.312023798,5.950451269,1
26M,1.478845863,-0.418512083,3.823474341,-0.114251779,6.59650491,1
26M,1.487413863,-0.418512083,2.303107414,2.859010442,1.654333467,1
26M,1.47327215,-0.418512083,1.352878086,2.572382499,1.305321977,1
26M,1.411135621,-0.418512083,2.303107414,1.675178794,2.527689911,1
26M,1.414873182,-0.418512083,3.253336743,1.171775236,2.643020712,1
26M,1.406014223,-0.418512083,2.683199146,0.864916457,1.911669001,1
26M,1.394470171,-0.418512083,1.732969817,-0.73668491,2.854522934,1
26M,1.390819552,-0.418512083,1.542923951,-0.976649045,1.916821194,1
26M,1.392316043,-0.418512083,0.782740488,-0.132307277,0.992794747,1
26M,1.388282264,-0.418512083,0.782740488,-0.440563185,0.600904216,1
26M,1.392322131,-0.418512083,0.592694622,0.17243163,0.562035784,1
26M,1.391513626,-0.418512083,0.402648757,0.676246078,0.041191744,1
26M,1.392424282,-0.418512083,0.592694622,0.600125157,0.493471057,1
26M,1.401118655,-0.418512083,2.303107414,0.410511721,2.078675074,1
26M,1.398989549,-0.418512083,1.16283222,1.641859471,0.103985505,1
26M,1.397737496,-0.418512083,0.972786354,1.716973466,0.183694193,1
26M,1.455639864,-0.418512083,-0.167488841,0.591438803,2.235574738,1
26M,1.467397068,-0.418512083,1.352878086,0.845362077,1.756810644,1
26M,1.46616355,-0.418512083,1.352878086,0.337208073,2.137898693,1
26M,1.396398366,-0.418512083,0.972786354,0.44139208,2.168255248,1
26M,1.432861448,-0.418512083,3.443382609,1.770830564,3.427121816,0
26M,1.415718082,-0.418512083,2.49315328,0.697652954,3.395802108,0
26M,1.495115178,-0.418512083,3.633428475,0.752170217,5.037983146,0
26M,1.493385233,-0.418512083,3.633428475,0.798312978,5.841487761,0
26M,1.505618377,-0.418512083,4.393611938,1.179200993,6.803829943,0
26M,1.50536817,-0.418512083,4.393611938,1.151731356,6.289352061,0
26M,1.499858435,-0.418512083,3.823474341,1.122207012,5.3432909,0
26M,1.468793015,-0.418512083,1.352878086,-0.247421889,1.170539244,0
26M,1.477582085,-0.418512083,1.542923951,1.434415118,0.5179825,0
26M,1.469852709,-0.418512083,0.972786354,1.007656889,0.729139838,0
26M,1.468748018,-0.418512083,1.542923951,-0.711355315,1.445195872,0
26M,1.47791455,-0.418512083,2.873245012,-0.295672757,2.89107226,0
26M,1.477746201,-0.418512083,1.923015683,0.631467088,1.61645429,0
26M,1.463121176,-0.418512083,0.212602891,0.754772606,-0.019896137,0
26M,1.477023356,-0.418512083,0.972786354,2.290894171,0.0820878,0
26M,1.477147589,-0.418512083,1.542923951,0.965775333,1.370453885,0
26M,1.476370045,-0.418512083,1.542923951,0.901551086,0.709165977,0
26M,1.464203879,-0.418512083,0.782740488,-0.548970904,0.185693256,0
26M,1.460256016,-0.418512083,0.212602891,-1.020204803,-0.094405091,0
26M,1.481619102,-0.418512083,1.923015683,1.393371374,1.343306322,0
26M,1.474235804,-0.418512083,2.113061549,-0.32624734,2.271645641,0
26M,1.475290684,-0.418512083,2.303107414,0.13157329,1.384545307,0
26M,1.470938758,-0.418512083,1.542923951,0.257096942,1.223268712,0
26M,1.474100502,-0.418512083,1.732969817,0.277923038,2.170351534,0
26M,1.477808891,-0.418512083,1.923015683,0.4129918,3.20784906,0
26M,1.467281322,-0.418512083,1.923015683,-0.951803648,2.674484426,0
26M,1.469968351,-0.418512083,1.923015683,-0.839148946,2.688757684,0
26M,1.472865872,-0.418512083,2.113061549,-0.555601773,2.68548211,0
26M,1.469918844,-0.418512083,1.732969817,-0.749043544,2.243428246,0
26M,1.396048599,-0.418512083,0.972786354,-1.507160415,2.090486104,0
26M,1.463595782,-0.418512083,1.16283222,-1.054897207,1.380452353,0
26M,1.462561186,-0.418512083,0.212602891,-0.63133637,0.15115699,0
26M,1.471576343,-0.418512083,1.732969817,0.036194585,1.391787229,0
26M,1.481001153,-0.418512083,2.49315328,0.106053119,3.660834534,0
26M,1.482318457,-0.418512083,2.683199146,0.514667802,3.093008032,0
26M,1.47672177,-0.418512083,2.113061549,0.567430831,0.384248287,0
26M,1.405832072,-0.418512083,1.732969817,0.382160055,1.173769421,0
26M,1.397431869,-0.418512083,0.212602891,0.237261481,0.302468155,0
26M,1.461973124,-0.418512083,-0.357534707,0.418107109,-0.398338356,0
26M,1.483385544,-0.418512083,2.303107414,0.964142634,1.101372515,0
26M,1.487071804,-0.418512083,2.303107414,1.726510302,1.482634456,0
26M,1.463357213,-0.418512083,0.022557025,2.085500131,-0.449761933,0
26M,1.464219319,-0.418512083,0.212602891,1.570630959,-0.649952559,0
26M,1.468534713,-0.418512083,1.352878086,0.198903132,-0.090754875,0
26M,1.469513277,-0.418512083,1.352878086,0.037334682,-0.009692503,0
26M,1.455924797,-0.418512083,-1.11771817,-0.349019668,-0.79206692,0
26M,1.381596865,-0.418512083,-0.737626438,-0.745006531,-0.781342037,1
26M,1.386236426,-0.418512083,0.022557025,0.036232597,-0.173833964,1
26M,1.452682239,-0.418512083,-0.357534707,0.231580132,-0.682653487,1
26M,1.451759945,-0.418512083,-0.357534707,0.289506308,-0.392918073,1
26M,1.452470628,-0.418512083,-0.357534707,0.114603716,-0.635324629,1
26M,1.450190023,-0.418512083,-0.737626438,0.546541899,-0.70555829,1
26M,1.453070261,-0.418512083,0.212602891,-0.195295623,-0.433777497,1
26M,1.452829473,-0.418512083,-0.357534707,-0.92781869,-0.413620319,1
26M,1.4500856,-0.418512083,-0.737626438,0.517255452,-0.632237701,1
26M,1.387264494,-0.418512083,0.022557025,1.051343362,-0.463732141,1
26M,1.460078305,-0.418512083,0.782740488,0.773255155,-0.062366299,1
26M,1.47393044,-0.418512083,2.303107414,0.984502244,1.132843668,1
26M,1.465886742,-0.418512083,1.542923951,0.307129583,1.699005146,1
26M,1.467596683,-0.418512083,1.352878086,1.339552546,0.275408231,1
26M,1.461706012,-0.418512083,1.16283222,0.54903439,1.09442264,1
26M,1.392600602,-0.418512083,1.16283222,-0.279035075,1.259977429,1
26M,1.389797982,-0.418512083,0.212602891,-0.074479622,0.917927668,1
26M,1.463047602,-0.418512083,1.352878086,0.061970496,1.402154666,1
26M,1.466523531,-0.418512083,2.113061549,-0.342724958,2.557609908,1
26M,1.463917874,-0.418512083,2.113061549,-0.759801544,2.848063588,1
26M,1.460192337,-0.418512083,1.352878086,-0.641359215,1.650462449,1
26M,1.39162011,-0.418512083,1.352878086,-0.551318588,1.67055497,1
26M,1.464389297,-0.418512083,1.542923951,-0.415950902,2.599590109,1
26M,1.464097051,-0.418512083,2.49315328,-0.762232233,3.316200227,1
26M,1.465937014,-0.418512083,2.873245012,-0.741101137,2.892240955,1
26M,1.460514496,-0.418512083,1.923015683,-0.853867806,2.133771692,1
26M,1.467116365,-0.418512083,1.16283222,0.563555691,2.478136901,1
26M,1.464577832,-0.418512083,2.49315328,-0.807584633,2.982013557,1
26M,1.469710121,-0.418512083,2.49315328,0.239779831,1.737994255,1
26M,1.467130378,-0.418512083,1.923015683,0.4109795,2.010380075,1
26M,1.459231953,-0.418512083,2.303107414,-1.619351411,4.293300648,1
26M,1.459376569,-0.418512083,2.113061549,-1.351635978,4.189807862,1
26M,1.465333278,-0.418512083,2.49315328,-0.846634953,3.361130159,1
26M,1.471136726,-0.418512083,2.49315328,0.408559929,1.526257235,1
26M,1.467780127,-0.418512083,1.542923951,0.862628247,0.22890558,1
26M,1.47797782,-0.418512083,2.49315328,1.03048003,2.329489725,1
26M,1.467323222,-0.418512083,2.113061549,-0.08289847,1.845154785,1
