id,log_mmr,housing,tpi,slope,vrm,daynight
10F,1.504934754,-0.418512083,0.782740488,0.496825765,0.056247768,0
10F,1.501812543,-0.418512083,0.782740488,-1.067073798,0.740757556,0
10F,1.500699667,-0.418512083,0.402648757,-1.011580639,0.139019677,0
10F,1.500794375,-0.418512083,0.402648757,-0.219411554,-0.027170593,0
10F,1.500368194,-0.418512083,-0.357534707,1.752210448,-0.501478062,0
10F,1.511862822,-0.418512083,0.972786354,1.734233172,0.014587672,0
10F,1.501575207,-0.418512083,0.022557025,1.344411598,-0.604749731,0
10F,1.495678232,-0.418512083,-0.737626438,0.637360217,-0.670954434,0
10F,1.500258666,-0.418512083,0.592694622,-0.493633283,-0.084809386,0
10F,1.50225858,-0.418512083,0.782740488,-0.414463786,0.55935616,0
10F,1.501033568,-0.418512083,0.402648757,-0.835536787,0.155794065,0
10F,1.502411263,-0.418512083,0.972786354,-0.476501835,0.185154936,0
10F,1.50164375,-0.418512083,0.972786354,-0.570464922,0.211090425,0
10F,1.504294094,-0.418512083,1.542923951,-0.689811261,0.32878825,0
10F,1.375666019,-0.418512083,0.212602891,0.298818435,0.036238536,1
10F,1.376974834,-0.418512083,0.782740488,-0.319871176,0.532933924,1
10F,1.493939439,-0.418512083,0.782740488,-0.954538045,0.753582682,1
10F,1.490856549,-0.418512083,0.592694622,-0.718123234,0.158248854,1
10F,1.492798513,-0.418512083,0.782740488,-0.587711958,-0.006093042,1
10F,1.497745435,-0.418512083,0.782740488,0.263638858,-0.246335407,1
10F,1.496466785,-0.418512083,0.212602891,1.520594181,-0.457725399,1
10F,1.375510185,-0.418512083,0.212602891,0.918302415,-0.266996638,1
10F,1.373346804,-0.418512083,-0.167488841,1.155746907,-0.447503892,1
10F,1.376552188,-0.418512083,0.022557025,0.87022829,0.011205481,1
10F,1.37231314,-0.418512083,-0.357534707,0.882617049,-0.390630462,1
10F,1.368290134,-0.418512083,-0.927672304,0.938172009,-0.408537323,1
10F,1.49384948,-0.418512083,0.212602891,0.483729779,0.176871301,1
10F,1.490885005,-0.418512083,-0.547580572,1.921656918,-0.793986871,1
10F,1.371075184,-0.418512083,-0.547580572,1.561713173,-0.766804552,1
10F,1.485828518,-0.418512083,-1.11771817,1.439063165,-0.81514154,1
10F,1.503047453,-0.418512083,0.212602891,0.457186132,-0.427124273,0
10F,1.496208564,-0.418512083,-0.927672304,0.868248829,-0.778861319,0
10F,1.506276531,-0.418512083,0.972786354,-0.021359747,0.620333703,0
10F,1.499989496,-0.418512083,0.972786354,-1.402444888,0.543247516,0
10F,1.500432698,-0.418512083,1.16283222,-1.475819712,1.128592964,0
10F,1.506223524,-0.418512083,1.923015683,-1.019100779,2.607958105,0
10F,1.512120528,-0.418512083,2.303107414,-0.777368059,3.79066406,0
10F,1.507785739,-0.418512083,1.732969817,-0.621565127,2.366130348,0
10F,1.506595992,-0.418512083,1.16283222,-0.169937583,1.695158087,0
10F,1.522505345,-0.418512083,1.923015683,2.081269438,0.256033219,0
10F,1.499891359,-0.418512083,0.592694622,-1.173950829,-0.058302853,0
10F,1.497261443,-0.418512083,0.022557025,-1.703342466,-0.018036918,0
10F,1.501544082,-0.418512083,0.972786354,-1.062680068,0.440926955,0
10F,1.519428078,-0.418512083,1.923015683,0.948898849,1.859731188,0
10F,1.517796935,-0.418512083,2.303107414,0.197427134,2.204679483,0
10F,1.502847521,-0.418512083,1.542923951,-1.05595404,1.746822263,0
10F,1.509039023,-0.418512083,1.542923951,0.100883249,0.772860975,0
10F,1.504738374,-0.418512083,1.16283222,-0.630057026,0.912522518,0
10F,1.516769016,-0.418512083,1.732969817,1.054091593,1.501830153,0
10F,1.525688605,-0.418512083,1.923015683,2.607045166,0.274795511,0
10F,1.513915788,-0.418512083,1.923015683,0.697891109,1.157842992,0
10F,1.500132924,-0.418512083,0.402648757,-0.463736448,0.168897998,0
10F,1.500793331,-0.418512083,0.022557025,0.044205517,-0.632673061,0
10F,1.500646758,-0.418512083,-0.357534707,0.716355041,-0.373891098,0
10F,1.379312586,-0.418512083,-0.547580572,1.125579206,-0.778233246,0
10F,1.495622905,-0.418512083,-0.927672304,1.190131855,-0.856240719,0
10F,1.501441762,-0.418512083,0.022557025,0.841176637,-0.575675297,0
10F,1.379860258,-0.418512083,0.212602891,-0.899442847,0.410749462,0
10F,1.381861224,-0.418512083,0.402648757,-0.893609838,0.645620282,0
10F,1.503810438,-0.418512083,1.352878086,-1.202007321,1.599232814,0
10F,1.500747864,-0.418512083,1.16283222,-1.296582412,1.421061343,0
10F,1.500814848,-0.418512083,0.972786354,-1.351039037,0.622665417,0
10F,1.502438267,-0.418512083,1.16283222,-1.403851521,1.239777975,0
10F,1.509568725,-0.418512083,1.732969817,-0.554418622,2.53225347,0
10F,1.512870831,-0.418512083,2.113061549,-0.317201425,3.138186128,0
10F,1.503873939,-0.418512083,1.352878086,-0.924022936,1.94684762,0
10F,1.509407641,-0.418512083,1.542923951,-0.061564515,1.423904645,0
10F,1.507053824,-0.418512083,0.592694622,0.952263802,0.201851709,0
10F,1.513561918,-0.418512083,1.16283222,1.581407188,0.592052374,0
10F,1.518402718,-0.418512083,1.923015683,0.936435876,2.267759491,0
10F,1.504518013,-0.418512083,0.592694622,0.558397975,0.430569354,0
10F,1.499653857,-0.418512083,0.592694622,-1.199378168,0.167937999,0
10F,1.50068029,-0.418512083,0.402648757,-0.410962688,0.09883369,0
10F,1.498586223,-0.418512083,0.402648757,-0.832309788,0.110597873,0
10F,1.380130006,-0.418512083,-0.357534707,0.370241143,-0.713968324,0
10F,1.37816609,-0.418512083,-0.547580572,0.694244041,-0.715071273,0
10F,1.378337161,-0.418512083,-0.357534707,-0.129652783,-0.636536198,0
10F,1.494680972,-0.418512083,-0.167488841,-1.105052417,-0.61203002,0
10F,1.496991984,-0.418512083,-0.167488841,-1.52552518,-0.278869394,0
10F,1.496589118,-0.418512083,-0.167488841,-1.109753603,-0.253575564,0
10F,1.506588443,-0.418512083,1.352878086,-0.207667703,0.391688187,0
10F,1.498019281,-0.418512083,-0.357534707,0.257174776,-0.792591496,0
10F,1.496849897,-0.418512083,-0.357534707,-0.530906873,-0.790164323,0
10F,1.500007241,-0.418512083,-0.357534707,0.636736254,-0.732483964,0
10F,1.497383498,-0.418512083,-0.357534707,-0.846502558,-0.805773485,0
10F,1.496207416,-0.418512083,-0.927672304,-1.373032317,-0.838827824,0
10F,1.500947235,-0.418512083,0.022557025,0.711396951,-0.471271754,0
10F,1.499765812,-0.418512083,-0.167488841,0.723651764,-0.755148073,0
10F,1.495472148,-0.418512083,-0.547580572,0.135713479,-0.731521979,0
10F,1.496451263,-0.418512083,-0.547580572,-0.157534344,-0.788711651,0
10F,1.377150342,-0.418512083,-0.547580572,-0.222234256,-0.781388773,0
10F,1.496155251,-0.418512083,-0.547580572,0.042350436,-0.658493737,0
10F,1.375426338,-0.418512083,-0.927672304,0.249985106,-0.720314338,0
10F,1.501937558,-0.418512083,0.022557025,1.450353459,-0.614419678,0
10F,1.383761351,-0.418512083,0.212602891,0.73888805,-0.463913378,0
10F,1.501825638,-0.418512083,-0.167488841,1.024661631,-0.723860742,0
10F,1.498941258,-0.418512083,-0.547580572,0.099392254,-0.726937992,0
10F,1.376293596,-0.418512083,-0.927672304,-0.034035663,-0.785588407,0
10F,1.377553825,-0.418512083,-0.737626438,0.064476951,-0.738706447,0
10F,1.376926356,-0.418512083,-0.927672304,0.142193335,-0.650972125,0
10F,1.382913547,-0.418512083,0.212602891,0.616868729,-0.386210563,0
10F,1.37631398,-0.418512083,-0.927672304,0.475681352,-0.803057456,0
10F,1.375367327,-0.418512083,-0.927672304,0.381231222,-0.723472559,0
10F,1.375513024,-0.418512083,-0.927672304,0.547099147,-0.717298704,0
10F,1.500612046,-0.418512083,-0.167488841,1.357429233,-0.636702303,0
10F,1.38161839,-0.418512083,0.212602891,0.658243202,-0.30558456,0
10F,1.381017541,-0.418512083,-0.167488841,0.662495874,-0.75339894,0
10F,1.375008573,-0.418512083,-1.11771817,0.314670151,-0.766263835,0
10F,1.375585834,-0.418512083,-0.737626438,0.167940543,-0.752036398,0
10F,1.376622368,-0.418512083,-0.737626438,0.066754817,-0.606570804,0
10F,1.373478539,-0.418512083,-0.927672304,0.312054573,-0.651428103,0
10F,1.376883348,-0.418512083,-0.927672304,0.417614506,-0.642542593,0
10F,1.495860258,-0.418512083,-0.927672304,-0.183279354,-0.790093707,0
10F,1.495935788,-0.418512083,-0.927672304,-0.855373153,-0.819722832,0
10F,1.495299033,-0.418512083,-0.927672304,-0.635232196,-0.80553339,0
10F,1.495360224,-0.418512083,-0.737626438,0.213878765,-0.70622208,0
10F,1.495811613,-0.418512083,-0.547580572,0.325422073,-0.607883253,0
10F,1.377524202,-0.418512083,-0.737626438,0.053855355,-0.620449874,0
10F,1.37488128,-0.418512083,-0.927672304,-0.434183272,-0.820386961,0
10F,1.378880948,-0.418512083,-0.357534707,-0.505423032,-0.716975888,0
10F,1.494498766,-0.418512083,-0.927672304,0.303040336,-0.825939735,0
10F,1.498186768,-0.418512083,-0.167488841,-0.906084059,-0.427161787,0
10F,1.498757382,-0.418512083,0.402648757,-1.036984189,-0.032748878,0
10F,1.499687818,-0.418512083,0.592694622,-0.957284983,-0.144389678,0
10F,1.495257169,-0.418512083,-0.357534707,-1.720646001,-0.459629415,0
10F,1.498528576,-0.418512083,-0.547580572,-1.037032156,-0.617825638,0
10F,1.505583071,-0.418512083,0.402648757,0.959076456,0.163297519,0
10F,1.536510979,-0.418512083,4.393611938,0.931817049,4.517921052,0
10F,1.383357556,-0.418512083,-0.167488841,1.041506827,0.949315469,0
10F,1.504412267,-0.418512083,0.402648757,0.539164498,-0.379835956,0
10F,1.498596058,-0.418512083,-0.547580572,1.797193978,-0.717968547,0
10F,1.380734982,-0.418512083,-0.357534707,1.83772314,-0.518768893,0
10F,1.503562959,-0.418512083,0.212602891,0.951733705,-0.081283946,0
10F,1.4981298,-0.418512083,-0.547580572,1.282962215,-0.78000328,0
10F,1.496841115,-0.418512083,-0.927672304,1.129420988,-0.819645493,0
10F,1.501494847,-0.418512083,0.022557025,0.3783718,-0.334463161,0
10F,1.498959875,-0.418512083,0.022557025,-0.459021169,0.170911311,0
10F,1.503674662,-0.418512083,0.972786354,-0.810383029,1.119338611,0
10F,1.50606915,-0.418512083,0.972786354,-0.23550246,0.887720162,0
10F,1.496682031,-0.418512083,-0.737626438,0.476861271,-0.710767733,0
10F,1.500422041,-0.418512083,0.592694622,-0.785371104,-0.078882182,0
10F,1.499236429,-0.418512083,0.592694622,-1.123581899,0.279035119,0
10F,1.50196668,-0.418512083,0.782740488,-0.383512316,-0.062898756,0
10F,1.497604686,-0.418512083,-0.167488841,-0.052507482,-0.595382393,0
10F,1.498728145,-0.418512083,-0.547580572,-0.163299862,-0.79962243,0
10F,1.493582829,-0.418512083,-0.737626438,-0.038022382,-0.658049865,0
10F,1.495737797,-0.418512083,-0.547580572,0.261208945,-0.66851213,0
10F,1.496607757,-0.418512083,-0.357534707,-0.303540562,-0.75381827,0
10F,1.495394638,-0.418512083,-0.927672304,-1.197205675,-0.86266274,0
10F,1.494073635,-0.418512083,-1.11771817,-1.623725747,-0.895025042,0
10F,1.52132863,-0.418512083,2.49315328,1.050319111,0.346752455,0
10F,1.496554333,-0.418512083,-0.357534707,-1.761866164,-0.461909302,0
10F,1.498853186,-0.418512083,-0.357534707,-0.334386271,-0.558147209,0
10F,1.505783764,-0.418512083,0.972786354,0.080995037,0.244892916,0
10F,1.504303069,-0.418512083,0.972786354,-0.933120955,1.429094416,0
10F,1.50181311,-0.418512083,0.402648757,0.121380685,0.003498565,0
10F,1.497838795,-0.418512083,-0.737626438,1.454295831,-0.773943829,0
10F,1.494498987,-0.418512083,-0.737626438,1.204792533,-0.85387004,0
10F,1.37527285,-0.418512083,-0.927672304,1.167412407,-0.825509308,0
10F,1.377974084,-0.418512083,-0.547580572,0.984641104,-0.578375855,0
10F,1.49848286,-0.418512083,-0.547580572,0.789240042,-0.57105802,0
10F,1.498112634,-0.418512083,-0.357534707,0.472315881,-0.766564457,0
10F,1.491337158,-0.418512083,-0.167488841,0.151204211,-0.655936429,1
10F,1.492985228,-0.418512083,0.022557025,-0.361290643,-0.472398394,1
10F,1.497062386,-0.418512083,0.782740488,0.040045676,-0.11041544,1
10F,1.377744472,-0.418512083,0.782740488,-0.015004787,0.636337305,1
10F,1.377685125,-0.418512083,0.782740488,-0.015004787,0.636337305,1
10F,1.377575783,-0.418512083,0.782740488,-0.081801298,0.591066399,1
10F,1.377239929,-0.418512083,0.592694622,0.332222832,0.580679794,1
10F,1.492779852,-0.418512083,0.022557025,1.561812986,-0.447280285,1
10F,1.495285001,-0.418512083,0.402648757,0.790347557,-0.44528387,1
10F,1.510566499,-0.418512083,2.303107414,0.759814477,2.312928509,1
10F,1.507572998,-0.418512083,2.303107414,0.279941286,1.523861335,1
10F,1.377358977,-0.418512083,0.402648757,0.240738143,0.400120746,1
10F,1.377070411,-0.418512083,0.402648757,0.240738143,0.400120746,1
10F,1.375274427,-0.418512083,0.402648757,-0.486096336,0.569114912,1
10F,1.372926691,-0.418512083,0.212602891,-0.134559415,0.263237312,1
10F,1.370683031,-0.418512083,-0.737626438,0.925645166,-0.218182827,1
10F,1.370165219,-0.418512083,-0.737626438,0.896030835,-0.272093096,1
10F,1.371986586,-0.418512083,-0.167488841,0.565928199,-0.151529397,1
10F,1.37451844,-0.418512083,-0.167488841,0.565928199,-0.151529397,1
10F,1.384595225,-0.418512083,1.732969817,-0.248979599,3.335841562,1
10F,1.392097835,-0.418512083,1.542923951,1.561218501,2.809492878,1
10F,1.520505308,-0.418512083,1.732969817,1.134981061,2.795150013,0
10F,1.393353369,-0.418512083,1.732969817,0.646956528,0.949772834,0
10F,1.3763847,-0.418512083,-0.737626438,0.896030835,-0.272093096,0
10F,1.381117079,-0.418512083,-0.167488841,0.565928199,-0.151529397,0
10F,1.381744158,-0.418512083,-0.167488841,0.299211482,0.121966355,0
10F,1.380483089,-0.418512083,0.402648757,-0.255017276,-0.026890147,0
10F,1.499148415,-0.418512083,0.212602891,-0.332044276,-0.157139018,0
10F,1.506879236,-0.418512083,1.542923951,-0.236623292,1.169105739,0
10F,1.512650337,-0.418512083,1.542923951,0.852730169,0.268792521,0
10F,1.50399657,-0.418512083,0.212602891,1.854978967,-0.27061016,0
10F,1.510493161,-0.418512083,1.16283222,0.962358404,0.258864038,0
10F,1.503553844,-0.418512083,1.16283222,-0.5324907,0.931004867,0
10F,1.507728039,-0.418512083,0.972786354,0.259672956,0.605453399,0
10F,1.499916683,-0.418512083,0.212602891,-0.191208573,-0.350415945,0
10F,1.380923738,-0.418512083,0.402648757,-0.214378992,0.266811869,0
10F,1.3804343,-0.418512083,-0.167488841,0.299211482,0.121966355,0
10F,1.382145438,-0.418512083,-0.167488841,0.299211482,0.121966355,0
10F,1.379305887,-0.418512083,-0.167488841,0.299211482,0.121966355,0
10F,1.382621607,-0.418512083,0.402648757,-0.313055419,-0.000300198,0
10F,1.508024862,-0.418512083,1.16283222,0.31174479,0.389943972,0
10F,1.379344194,-0.418512083,-0.357534707,1.436126944,-0.435470264,0
10F,1.389749539,-0.418512083,0.782740488,1.562021922,-0.32829334,0
10F,1.500717612,-0.418512083,0.592694622,-0.740515574,0.258971475,0
10F,1.495990769,-0.418512083,-0.737626438,-0.328936743,-0.69343521,0
10F,1.49130349,-0.418512083,-0.167488841,0.386760006,0.074206614,1
10F,1.492997801,-0.418512083,-0.357534707,1.310382979,-0.44375021,1
10F,1.494872364,-0.418512083,0.022557025,0.827995318,-0.669727733,1
10F,1.376110386,-0.418512083,0.592694622,-0.352081432,0.147690754,1
10F,1.373620014,-0.418512083,0.592694622,-0.613468862,0.28280677,1
10F,1.374767559,-0.418512083,0.402648757,-0.436065246,0.339361356,1
10F,1.367457091,-0.418512083,-0.357534707,-1.04671186,-0.65722131,1
10F,1.491816461,-0.418512083,0.212602891,-0.474745274,-0.430710746,1
10F,1.366750064,-0.418512083,-0.927672304,-0.785709849,-0.498820883,1
10F,1.498217644,-0.418512083,0.212602891,-0.828111547,-0.310402904,0
10F,1.498393139,-0.418512083,-0.357534707,-0.438789558,-0.129723177,0
10F,1.498893688,-0.418512083,-0.167488841,-1.074334837,-0.119962029,0
10F,1.4973444,-0.418512083,-0.357534707,-1.245760767,-0.545464765,0
10F,1.499695577,-0.418512083,0.212602891,-0.745375789,-0.031255035,0
10F,1.500358824,-0.418512083,0.212602891,-0.277400565,-0.038298665,0
10F,1.496739463,-0.418512083,0.022557025,-0.982857129,-0.460080947,0
10F,1.379879101,-0.418512083,0.972786354,-1.294442823,0.744897923,0
10F,1.505418251,-0.418512083,0.972786354,-0.543436043,1.47467225,0
10F,1.504863536,-0.418512083,0.022557025,1.560378362,-0.086814881,0
10F,1.507100509,-0.418512083,1.16283222,0.182963756,0.526940013,0
10F,1.506354362,-0.418512083,1.16283222,-0.042302723,0.115604863,0
10F,1.497051484,-0.418512083,-0.167488841,-0.268246175,-0.32211463,0
10F,1.37999612,-0.418512083,-0.167488841,0.654833772,-0.242694648,0
10F,1.506196601,-0.418512083,0.782740488,0.035000703,-0.045224077,0
10F,1.504979072,-0.418512083,0.972786354,0.255679643,-0.283307609,0
10F,1.505211199,-0.418512083,0.972786354,-0.255035636,0.288302964,0
10F,1.498063285,-0.418512083,0.022557025,0.026833586,-0.500595204,0
10F,1.496190792,-0.418512083,-0.737626438,0.168163184,-0.718355926,0
10F,1.500692647,-0.418512083,0.402648757,-0.383867482,0.006494196,0
10F,1.515496222,-0.418512083,1.923015683,0.943205347,1.237704387,0
10F,1.51975799,-0.418512083,1.732969817,1.906749809,0.476783236,0
10F,1.499140874,-0.418512083,-0.737626438,2.041336054,-0.793194758,0
10F,1.509533722,-0.418512083,1.16283222,0.567332052,0.199566778,0
10F,1.501725252,-0.418512083,1.16283222,-1.273149531,1.299898165,0
10F,1.504850488,-0.418512083,0.972786354,-0.011895573,0.098680226,0
10F,1.495940236,-0.418512083,-0.737626438,0.379561286,-0.653395672,0
10F,1.49723941,-0.418512083,-0.357534707,-1.601284665,-0.5286923,0
10F,1.496671845,-0.418512083,-0.737626438,-1.025821765,-0.680342326,0
10F,1.497682383,-0.418512083,-0.547580572,-0.767397578,-0.614443479,0
10F,1.375799215,-0.418512083,-1.11771817,-1.007790703,-0.839361479,0
10F,1.376967302,-0.418512083,-0.927672304,-1.479731571,-0.724626626,0
10F,1.494712,-0.418512083,-1.11771817,-0.792547845,-0.841880113,0
10F,1.495297342,-0.418512083,-0.737626438,0.178721168,-0.82439129,0
10F,1.495119594,-0.418512083,-1.11771817,0.430413897,-0.845086757,0
10F,1.494720581,-0.418512083,-1.11771817,0.349532703,-0.879785436,0
10F,1.495173047,-0.418512083,-0.927672304,0.561676561,-0.65723072,0
10F,1.496274689,-0.418512083,-0.547580572,0.145764897,-0.732228943,0
10F,1.496114604,-0.418512083,-0.737626438,0.194502808,-0.70228776,0
10F,1.495814522,-0.418512083,-0.547580572,0.026789627,-0.715298048,0
10F,1.50404671,-0.418512083,0.782740488,-0.072439912,-0.531473719,0
10F,1.501602608,-0.418512083,0.782740488,-0.599063924,0.129814125,0
10F,1.501959479,-0.418512083,1.542923951,-1.140304591,0.515491899,0
10F,1.497558013,-0.418512083,0.212602891,-1.585292991,-0.348307553,0
10F,1.49722871,-0.418512083,-0.357534707,-1.366502554,-0.570198648,0
10F,1.498521117,-0.418512083,-0.167488841,-0.098577064,-0.241500922,0
10F,1.498747278,-0.418512083,-0.547580572,0.678761841,-0.505907702,0
10F,1.374691504,-0.418512083,-0.927672304,0.658810535,-0.689621268,0
10F,1.501582463,-0.418512083,0.212602891,0.481317449,-0.30907608,0
10F,1.497770618,-0.418512083,-0.167488841,-0.801693443,-0.387595519,0
10F,1.499183843,-0.418512083,0.212602891,-0.648344473,-0.413034049,0
10F,1.500762291,-0.418512083,0.592694622,-0.973900426,0.006536755,0
10F,1.500207235,-0.418512083,1.352878086,-1.402573728,0.727160194,0
10F,1.505916946,-0.418512083,1.352878086,-0.245716786,0.120479384,0
10F,1.495370256,-0.418512083,-0.927672304,0.059716936,-0.81923834,0
10F,1.497823921,-0.418512083,-0.357534707,-0.368960632,-0.810975196,0
